transaction_id,customer_id,payment_provider,transaction_date,settlement_date,amount,currency,transaction_type,regulatory_classification,bank_amount,bank_settlement_date,ledger_amount,posting_date,bank_record_count,eur_rate,amount_eur,bank_difference,ledger_difference,settlement_days,anomaly_score,is_anomaly,reconciliation_status
TX-100274,C-1110,P-01,2026-07-10,2026-07-12,608.36,GBP,Card payment,Operational,608.36,2026-07-12,608.36,2026-07-12,1,1.18,717.86,0.0,0.0,2.0,50.7,False,Matched
TX-100275,C-1101,P-01,2026-07-11,2026-07-12,162.0,EUR,Card payment,PSD2,272.0,2026-07-12,162.0,2026-07-12,1,1.0,162.0,110.0,0.0,1.0,43.0,False,Mismatch
TX-100276,C-1042,P-02,2026-07-07,2026-07-09,95.94,EUR,Transfer,Operational,95.94,2026-07-09,95.94,2026-07-09,1,1.0,95.94,0.0,0.0,2.0,48.0,False,Matched
TX-100277,C-1110,P-02,2026-07-09,2026-07-10,99.74,USD,Refund,PSD2,99.74,2026-07-10,99.74,2026-07-10,1,0.92,91.76,0.0,0.0,1.0,49.9,False,Matched
TX-100278,C-1026,P-03,2026-07-19,2026-07-21,509.68,EUR,Refund,Operational,509.68,2026-07-21,509.68,2026-07-21,1,1.0,509.68,0.0,0.0,2.0,50.0,False,Matched
TX-100279,C-1009,P-01,2026-07-16,2026-07-18,513.16,EUR,Refund,EMIR,513.16,2026-07-18,513.16,2026-07-18,1,1.0,513.16,0.0,0.0,2.0,47.6,False,Matched
TX-100280,C-1105,P-01,2026-07-22,2026-07-23,52.14,USD,Transfer,PSD2,52.14,2026-07-23,52.14,2026-07-23,1,0.92,47.97,0.0,0.0,1.0,56.1,False,Matched
TX-100281,C-1095,P-01,2026-07-20,2026-07-21,125.06,GBP,Transfer,Consumer,125.06,2026-07-21,125.06,2026-07-21,1,1.18,147.57,0.0,0.0,1.0,44.0,False,Matched
TX-100282,C-1020,P-01,2026-07-03,2026-07-05,271.83,EUR,Transfer,Operational,271.83,2026-07-05,271.83,2026-07-05,1,1.0,271.83,0.0,0.0,2.0,42.6,False,Matched
TX-100283,C-1083,P-01,2026-07-13,2026-07-15,217.36,EUR,Refund,Consumer,217.36,2026-07-15,217.36,2026-07-15,1,1.0,217.36,0.0,0.0,2.0,43.0,False,Matched
TX-100284,C-1007,P-01,2026-07-11,2026-07-13,267.69,GBP,Card payment,Consumer,267.69,2026-07-13,267.69,2026-07-13,1,1.18,315.87,0.0,0.0,2.0,43.9,False,Matched
TX-100285,C-1087,P-02,2026-07-22,2026-07-23,756.18,EUR,Transfer,Consumer,756.18,2026-07-23,756.18,2026-07-23,1,1.0,756.18,0.0,0.0,1.0,52.0,False,Matched
TX-100286,C-1039,P-01,2026-07-14,2026-07-16,425.26,GBP,Card payment,EMIR,425.26,2026-07-16,425.26,2026-07-16,1,1.18,501.81,0.0,0.0,2.0,47.7,False,Matched
TX-100287,C-1044,P-01,2026-07-07,2026-07-08,268.21,EUR,Refund,Operational,268.21,2026-07-08,268.21,2026-07-08,1,1.0,268.21,0.0,0.0,1.0,43.7,False,Matched
TX-100288,C-1074,P-03,2026-07-22,2026-07-23,691.11,EUR,Refund,PSD2,691.11,2026-07-23,691.11,2026-07-23,1,1.0,691.11,0.0,0.0,1.0,54.3,False,Matched
TX-100289,C-1065,P-02,2026-07-17,2026-07-19,200.53,EUR,Card payment,EMIR,200.53,2026-07-19,200.53,2026-07-19,1,1.0,200.53,0.0,0.0,2.0,44.3,False,Matched
TX-100290,C-1095,P-02,2026-07-17,2026-07-19,218.41,EUR,Transfer,EMIR,218.41,2026-07-19,218.41,2026-07-19,1,1.0,218.41,0.0,0.0,2.0,44.1,False,Matched
TX-100291,C-1028,P-02,2026-07-04,2026-07-06,403.79,EUR,Card payment,PSD2,403.79,2026-07-06,403.79,2026-07-06,1,1.0,403.79,0.0,0.0,2.0,45.7,False,Matched
TX-100292,C-1077,P-03,2026-07-19,2026-07-21,159.98,EUR,Transfer,PSD2,159.98,2026-07-21,159.98,2026-07-21,1,1.0,159.98,0.0,0.0,2.0,45.9,False,Matched
TX-100293,C-1006,P-02,2026-07-20,2026-07-22,413.36,EUR,Refund,Operational,413.36,2026-07-22,413.36,2026-07-22,1,1.0,413.36,0.0,0.0,2.0,46.1,False,Matched
TX-100294,C-1013,P-02,2026-07-12,2026-07-13,259.31,EUR,Transfer,EMIR,259.31,2026-07-13,259.31,2026-07-13,1,1.0,259.31,0.0,0.0,1.0,43.5,False,Matched
TX-100295,C-1030,P-01,2026-07-22,2026-07-24,650.85,EUR,Card payment,PSD2,650.85,2026-07-24,650.85,2026-07-24,1,1.0,650.85,0.0,0.0,2.0,49.8,False,Matched
TX-100296,C-1010,P-01,2026-07-20,2026-07-21,447.69,EUR,Refund,EMIR,447.69,2026-07-21,447.69,2026-07-21,1,1.0,447.69,0.0,0.0,1.0,47.7,False,Matched
TX-100297,C-1091,P-01,2026-07-15,2026-07-17,289.18,EUR,Card payment,Operational,289.18,2026-07-17,289.18,2026-07-17,1,1.0,289.18,0.0,0.0,2.0,42.5,False,Matched
TX-100298,C-1095,P-01,2026-07-13,2026-07-14,380.32,GBP,Refund,PSD2,380.32,2026-07-14,380.32,2026-07-14,1,1.18,448.78,0.0,0.0,1.0,47.8,False,Matched
TX-100299,C-1030,P-02,2026-07-16,2026-07-17,854.85,EUR,Refund,EMIR,854.85,2026-07-17,854.85,2026-07-17,1,1.0,854.85,0.0,0.0,1.0,54.6,False,Matched
TX-100300,C-1048,P-01,2026-07-07,2026-07-09,122.47,EUR,Card payment,PSD2,122.47,2026-07-09,122.47,2026-07-09,1,1.0,122.47,0.0,0.0,2.0,45.0,False,Matched
TX-100301,C-1012,P-01,2026-07-09,2026-07-11,218.56,EUR,Card payment,Consumer,218.56,2026-07-11,218.56,2026-07-11,1,1.0,218.56,0.0,0.0,2.0,43.1,False,Matched
TX-100302,C-1071,P-02,2026-07-14,2026-07-15,618.63,EUR,Card payment,EMIR,618.63,2026-07-15,618.63,2026-07-15,1,1.0,618.63,0.0,0.0,1.0,49.2,False,Matched
TX-100303,C-1109,P-03,2026-07-08,2026-07-09,223.01,EUR,Card payment,Consumer,223.01,2026-07-09,223.01,2026-07-09,1,1.0,223.01,0.0,0.0,1.0,47.8,False,Matched
TX-100304,C-1035,P-01,2026-07-01,2026-07-02,312.9,EUR,Transfer,Consumer,312.9,2026-07-02,312.9,2026-07-02,1,1.0,312.9,0.0,0.0,1.0,44.2,False,Matched
TX-100305,C-1037,P-03,2026-07-10,2026-07-12,680.85,USD,Refund,Operational,680.85,2026-07-12,680.85,2026-07-12,1,0.92,626.38,0.0,0.0,2.0,52.6,False,Matched
TX-100306,C-1114,P-01,2026-07-16,2026-07-17,334.49,EUR,Transfer,PSD2,334.49,2026-07-17,334.49,2026-07-17,1,1.0,334.49,0.0,0.0,1.0,44.5,False,Matched
TX-100307,C-1060,P-02,2026-07-10,2026-07-12,1166.3,USD,Refund,Operational,1166.3,2026-07-12,1166.3,2026-07-12,1,0.92,1073.0,0.0,0.0,2.0,62.5,True,Matched
TX-100308,C-1006,P-01,2026-07-17,2026-07-18,348.52,EUR,Refund,Consumer,348.52,2026-07-18,348.52,2026-07-18,1,1.0,348.52,0.0,0.0,1.0,44.8,False,Matched
TX-100309,C-1071,P-01,2026-07-08,2026-07-09,76.57,GBP,Refund,Operational,76.57,2026-07-09,76.57,2026-07-09,1,1.18,90.35,0.0,0.0,1.0,50.1,False,Matched
TX-100310,C-1050,P-03,2026-07-03,2026-07-05,404.09,EUR,Card payment,EMIR,404.09,2026-07-05,404.09,2026-07-05,1,1.0,404.09,0.0,0.0,2.0,46.5,False,Matched
TX-100311,C-1099,P-02,2026-07-06,2026-07-08,2218.94,EUR,Refund,PSD2,2218.94,2026-07-08,2218.94,2026-07-08,1,1.0,2218.94,0.0,0.0,2.0,74.1,True,Matched
TX-100312,C-1110,P-01,2026-07-18,2026-07-19,356.03,EUR,Card payment,Consumer,356.03,2026-07-19,,,1,1.0,356.03,0.0,,1.0,45.0,False,Unmatched
TX-100313,C-1046,P-03,2026-07-13,2026-07-15,434.89,EUR,Transfer,Consumer,434.89,2026-07-15,434.89,2026-07-15,1,1.0,434.89,0.0,0.0,2.0,47.5,False,Matched
TX-100314,C-1036,P-01,2026-07-01,2026-07-02,149.58,USD,Refund,Operational,149.58,2026-07-02,149.58,2026-07-02,1,0.92,137.61,0.0,0.0,1.0,45.0,False,Matched
TX-100315,C-1030,P-01,2026-07-03,2026-07-04,192.46,EUR,Transfer,EMIR,192.46,2026-07-04,192.46,2026-07-04,1,1.0,192.46,0.0,0.0,1.0,43.3,False,Matched
TX-100316,C-1013,P-01,2026-07-05,2026-07-07,112.79,GBP,Card payment,Consumer,112.79,2026-07-07,112.79,2026-07-07,1,1.18,133.09,0.0,0.0,2.0,44.9,False,Matched
TX-100317,C-1018,P-02,2026-07-11,2026-07-12,318.04,GBP,Card payment,PSD2,318.04,2026-07-12,318.04,2026-07-12,1,1.18,375.29,0.0,0.0,1.0,44.6,False,Matched
TX-100318,C-1075,P-02,2026-07-22,2026-07-24,237.57,EUR,Card payment,EMIR,237.57,2026-07-24,237.57,2026-07-24,1,1.0,237.57,0.0,0.0,2.0,43.7,False,Matched
TX-100319,C-1058,P-02,2026-07-16,2026-07-17,123.15,EUR,Transfer,PSD2,123.15,2026-07-17,123.15,2026-07-17,1,1.0,123.15,0.0,0.0,1.0,45.9,False,Matched
TX-100320,C-1095,P-03,2026-07-23,2026-07-25,170.08,EUR,Refund,Operational,170.08,2026-07-25,170.08,2026-07-25,1,1.0,170.08,0.0,0.0,2.0,45.4,False,Matched
TX-100321,C-1048,P-03,2026-07-21,2026-07-22,1020.18,EUR,Card payment,Consumer,1020.18,2026-07-22,1020.18,2026-07-22,1,1.0,1020.18,0.0,0.0,1.0,61.6,True,Matched
TX-100322,C-1041,P-03,2026-07-23,2026-07-25,666.64,EUR,Card payment,Operational,666.64,2026-07-25,666.64,2026-07-25,1,1.0,666.64,0.0,0.0,2.0,53.6,False,Matched
TX-100323,C-1095,P-01,2026-07-03,2026-07-04,256.43,EUR,Transfer,EMIR,256.43,2026-07-04,256.43,2026-07-04,1,1.0,256.43,0.0,0.0,1.0,43.0,False,Matched
TX-100324,C-1079,P-01,2026-07-10,2026-07-11,213.62,EUR,Transfer,Consumer,213.62,2026-07-11,213.62,2026-07-11,1,1.0,213.62,0.0,0.0,1.0,43.4,False,Matched
TX-100325,C-1023,P-01,2026-07-10,2026-07-11,99.55,GBP,Transfer,Operational,99.55,2026-07-11,99.55,2026-07-11,1,1.18,117.47,0.0,0.0,1.0,46.6,False,Matched
TX-100326,C-1102,P-01,2026-07-01,2026-07-02,281.4,EUR,Transfer,EMIR,281.4,2026-07-02,281.4,2026-07-02,1,1.0,281.4,0.0,0.0,1.0,43.5,False,Matched
TX-100327,C-1001,P-02,2026-07-01,2026-07-02,568.63,GBP,Refund,Consumer,568.63,2026-07-02,568.63,2026-07-02,1,1.18,670.98,0.0,0.0,1.0,50.1,False,Matched
TX-100328,C-1074,P-01,2026-07-15,2026-07-17,112.72,EUR,Transfer,EMIR,112.72,2026-07-17,112.72,2026-07-17,1,1.0,112.72,0.0,0.0,2.0,46.2,False,Matched
TX-100329,C-1057,P-01,2026-07-23,2026-07-25,154.64,EUR,Card payment,Operational,154.64,2026-07-25,154.64,2026-07-25,1,1.0,154.64,0.0,0.0,2.0,44.1,False,Matched
TX-100330,C-1095,P-03,2026-07-11,2026-07-13,183.33,EUR,Refund,Operational,,,183.33,2026-07-13,0,1.0,183.33,,0.0,,64.6,True,Unmatched
TX-100331,C-1102,P-02,2026-07-11,2026-07-13,195.6,EUR,Card payment,Operational,195.6,2026-07-13,195.6,2026-07-13,1,1.0,195.6,0.0,0.0,2.0,44.2,False,Matched
TX-100332,C-1105,P-03,2026-07-06,2026-07-07,602.98,GBP,Transfer,PSD2,602.98,2026-07-07,602.98,2026-07-07,1,1.18,711.52,0.0,0.0,1.0,55.0,False,Matched
TX-100333,C-1038,P-03,2026-07-04,2026-07-06,292.42,EUR,Transfer,Operational,292.42,2026-07-06,292.42,2026-07-06,1,1.0,292.42,0.0,0.0,2.0,45.3,False,Matched
TX-100334,C-1108,P-01,2026-07-22,2026-07-23,318.09,USD,Transfer,Operational,318.09,2026-07-23,318.09,2026-07-23,1,0.92,292.64,0.0,0.0,1.0,43.7,False,Matched
TX-100335,C-1117,P-01,2026-07-08,2026-07-09,536.53,GBP,Transfer,Operational,536.53,2026-07-09,536.53,2026-07-09,1,1.18,633.11,0.0,0.0,1.0,51.4,False,Matched
TX-100336,C-1090,P-01,2026-07-10,2026-07-12,159.21,EUR,Transfer,Operational,159.21,2026-07-12,159.21,2026-07-12,1,1.0,159.21,0.0,0.0,2.0,43.6,False,Matched
TX-100337,C-1040,P-03,2026-07-22,2026-07-24,154.88,EUR,Transfer,Operational,154.88,2026-07-24,154.88,2026-07-24,1,1.0,154.88,0.0,0.0,2.0,46.2,False,Matched
TX-100338,C-1018,P-02,2026-07-06,2026-07-07,197.54,EUR,Refund,PSD2,197.54,2026-07-07,197.54,2026-07-07,1,1.0,197.54,0.0,0.0,1.0,43.4,False,Matched
TX-100339,C-1087,P-03,2026-07-10,2026-07-11,532.0,EUR,Card payment,Operational,532.0,2026-07-11,532.0,2026-07-11,1,1.0,532.0,0.0,0.0,1.0,50.9,False,Matched
TX-100340,C-1015,P-01,2026-07-13,2026-07-14,338.62,EUR,Refund,Operational,338.62,2026-07-14,338.62,2026-07-14,1,1.0,338.62,0.0,0.0,1.0,44.6,False,Matched
TX-100341,C-1018,P-02,2026-07-23,2026-07-24,190.78,EUR,Card payment,Consumer,190.78,2026-07-24,190.78,2026-07-24,1,1.0,190.78,0.0,0.0,1.0,43.5,False,Matched
TX-100342,C-1048,P-03,2026-07-07,2026-07-09,91.56,GBP,Refund,EMIR,91.56,2026-07-09,91.56,2026-07-09,1,1.18,108.04,0.0,0.0,2.0,48.1,False,Matched
TX-100343,C-1051,P-03,2026-07-01,2026-07-03,441.94,GBP,Transfer,PSD2,441.94,2026-07-03,441.94,2026-07-03,1,1.18,521.49,0.0,0.0,2.0,50.5,False,Matched
TX-100344,C-1008,P-03,2026-07-07,2026-07-08,372.59,EUR,Refund,Consumer,372.59,2026-07-08,372.59,2026-07-08,1,1.0,372.59,0.0,0.0,1.0,48.1,False,Matched
TX-100345,C-1087,P-01,2026-07-02,2026-07-03,141.76,USD,Refund,EMIR,141.76,2026-07-03,141.76,2026-07-03,1,0.92,130.42,0.0,0.0,1.0,45.2,False,Matched
TX-100346,C-1118,P-03,2026-07-09,2026-07-11,186.86,GBP,Transfer,PSD2,186.86,2026-07-11,186.86,2026-07-11,1,1.18,220.49,0.0,0.0,2.0,45.8,False,Matched
TX-100347,C-1106,P-02,2026-07-06,2026-07-07,214.99,EUR,Transfer,Consumer,214.99,2026-07-07,214.99,2026-07-07,1,1.0,214.99,0.0,0.0,1.0,43.7,False,Matched
TX-100348,C-1070,P-02,2026-07-21,2026-07-22,229.68,EUR,Refund,PSD2,229.68,2026-07-22,229.68,2026-07-22,1,1.0,229.68,0.0,0.0,1.0,43.5,False,Matched
TX-100349,C-1050,P-02,2026-07-03,2026-07-05,229.93,USD,Transfer,Consumer,229.93,2026-07-05,229.93,2026-07-05,1,0.92,211.54,0.0,0.0,2.0,44.2,False,Matched
TX-100350,C-1027,P-01,2026-07-09,2026-07-10,162.77,EUR,Transfer,Operational,162.77,2026-07-10,162.77,2026-07-10,1,1.0,162.77,0.0,0.0,1.0,42.8,False,Matched
TX-100351,C-1075,P-01,2026-07-15,2026-07-16,237.46,EUR,Transfer,Operational,237.46,2026-07-16,237.46,2026-07-16,1,1.0,237.46,0.0,0.0,1.0,43.4,False,Matched
TX-100352,C-1048,P-02,2026-07-18,2026-07-19,302.35,GBP,Refund,EMIR,302.35,2026-07-19,302.35,2026-07-19,1,1.18,356.77,0.0,0.0,1.0,44.4,False,Matched
TX-100353,C-1050,P-01,2026-07-19,2026-07-20,305.55,EUR,Transfer,EMIR,305.55,2026-07-20,305.55,2026-07-20,1,1.0,305.55,0.0,0.0,1.0,43.7,False,Matched
TX-100354,C-1017,P-03,2026-07-14,2026-07-16,99.11,EUR,Transfer,PSD2,99.11,2026-07-16,99.11,2026-07-16,1,1.0,99.11,0.0,0.0,2.0,48.7,False,Matched
TX-100355,C-1006,P-01,2026-07-11,2026-07-13,123.19,EUR,Refund,Operational,123.19,2026-07-13,123.19,2026-07-13,1,1.0,123.19,0.0,0.0,2.0,44.9,False,Matched
TX-100356,C-1065,P-03,2026-07-04,2026-07-05,86.25,EUR,Card payment,Operational,86.25,2026-07-05,86.25,2026-07-05,1,1.0,86.25,0.0,0.0,1.0,50.1,False,Matched
TX-100357,C-1093,P-02,2026-07-13,2026-07-15,158.36,EUR,Card payment,PSD2,158.36,2026-07-15,158.36,2026-07-15,1,1.0,158.36,0.0,0.0,2.0,44.8,False,Matched
TX-100358,C-1040,P-01,2026-07-14,2026-07-15,182.12,EUR,Card payment,Operational,182.12,2026-07-15,182.12,2026-07-15,1,1.0,182.12,0.0,0.0,1.0,42.8,False,Matched
TX-100359,C-1090,P-01,2026-07-14,2026-07-16,803.42,GBP,Refund,Operational,803.42,2026-07-16,803.42,2026-07-16,1,1.18,948.04,0.0,0.0,2.0,58.4,True,Matched
TX-100360,C-1022,P-02,2026-07-03,2026-07-05,562.49,USD,Refund,Operational,562.49,2026-07-05,562.49,2026-07-05,1,0.92,517.49,0.0,0.0,2.0,48.7,False,Matched
TX-100361,C-1081,P-01,2026-07-13,2026-07-15,178.19,EUR,Transfer,Operational,178.19,2026-07-15,178.19,2026-07-15,1,1.0,178.19,0.0,0.0,2.0,43.2,False,Matched
TX-100362,C-1055,P-03,2026-07-03,2026-07-05,90.63,USD,Card payment,EMIR,90.63,2026-07-05,90.63,2026-07-05,1,0.92,83.38,0.0,0.0,2.0,50.8,False,Matched
TX-100363,C-1038,P-01,2026-07-19,2026-07-20,442.05,GBP,Transfer,EMIR,442.05,2026-07-20,442.05,2026-07-20,1,1.18,521.62,0.0,0.0,1.0,48.6,False,Matched
TX-100364,C-1104,P-01,2026-07-22,2026-07-23,249.13,EUR,Card payment,PSD2,249.13,2026-07-23,249.13,2026-07-23,1,1.0,249.13,0.0,0.0,1.0,42.6,False,Matched
TX-100365,C-1109,P-01,2026-07-07,2026-07-09,54.77,EUR,Card payment,Consumer,54.77,2026-07-09,54.77,2026-07-09,1,1.0,54.77,0.0,0.0,2.0,54.2,False,Matched
TX-100366,C-1119,P-01,2026-07-17,2026-07-19,82.37,GBP,Refund,Consumer,82.37,2026-07-19,51.370000000000005,2026-07-19,1,1.18,97.2,0.0,-31.0,2.0,47.8,False,Mismatch
TX-100367,C-1096,P-01,2026-07-22,2026-07-23,205.22,GBP,Card payment,Consumer,205.22,2026-07-23,205.22,2026-07-23,1,1.18,242.16,0.0,0.0,1.0,43.1,False,Matched
TX-100368,C-1088,P-01,2026-07-05,2026-07-06,144.99,GBP,Card payment,Consumer,144.99,2026-07-06,144.99,2026-07-06,1,1.18,171.09,0.0,0.0,1.0,43.2,False,Matched
TX-100369,C-1019,P-03,2026-07-14,2026-07-15,445.92,USD,Card payment,Operational,445.92,2026-07-15,445.92,2026-07-15,1,0.92,410.25,0.0,0.0,1.0,48.1,False,Matched
TX-100370,C-1080,P-02,2026-07-11,2026-07-12,648.02,EUR,Transfer,PSD2,648.02,2026-07-12,648.02,2026-07-12,1,1.0,648.02,0.0,0.0,1.0,49.8,False,Matched
TX-100371,C-1045,P-03,2026-07-04,2026-07-06,648.8,EUR,Card payment,PSD2,648.8,2026-07-06,648.8,2026-07-06,1,1.0,648.8,0.0,0.0,2.0,53.1,False,Matched
TX-100372,C-1062,P-01,2026-07-05,2026-07-07,64.74,EUR,Transfer,PSD2,64.74,2026-07-07,64.74,2026-07-07,1,1.0,64.74,0.0,0.0,2.0,51.5,False,Matched
TX-100373,C-1071,P-02,2026-07-11,2026-07-12,132.06,EUR,Card payment,Consumer,132.06,2026-07-12,132.06,2026-07-12,1,1.0,132.06,0.0,0.0,1.0,45.6,False,Matched
TX-100374,C-1028,P-02,2026-07-07,2026-07-09,181.95,USD,Card payment,EMIR,181.95,2026-07-09,181.95,2026-07-09,1,0.92,167.39,0.0,0.0,2.0,44.2,False,Matched
TX-100375,C-1095,P-02,2026-07-14,2026-07-15,109.89,GBP,Refund,EMIR,109.89,2026-07-15,109.89,2026-07-15,1,1.18,129.67,0.0,0.0,1.0,45.6,False,Matched
TX-100376,C-1079,P-03,2026-07-16,2026-07-18,477.86,USD,Transfer,Consumer,477.86,2026-07-18,477.86,2026-07-18,1,0.92,439.63,0.0,0.0,2.0,47.5,False,Matched
TX-100377,C-1040,P-02,2026-07-02,2026-07-04,363.31,EUR,Refund,EMIR,363.31,2026-07-04,363.31,2026-07-04,1,1.0,363.31,0.0,0.0,2.0,44.4,False,Matched
TX-100378,C-1106,P-03,2026-07-06,2026-07-07,311.71,USD,Transfer,EMIR,311.71,2026-07-07,311.71,2026-07-07,1,0.92,286.77,0.0,0.0,1.0,48.5,False,Matched
TX-100379,C-1050,P-01,2026-07-21,2026-07-22,162.66,EUR,Transfer,Operational,162.66,2026-07-22,162.66,2026-07-22,1,1.0,162.66,0.0,0.0,1.0,42.8,False,Matched
TX-100380,C-1070,P-03,2026-07-05,2026-07-06,394.15,USD,Refund,PSD2,394.15,2026-07-06,394.15,2026-07-06,1,0.92,362.62,0.0,0.0,1.0,48.3,False,Matched
TX-100381,C-1108,P-01,2026-07-14,2026-07-15,46.36,USD,Card payment,PSD2,46.36,2026-07-15,46.36,2026-07-15,1,0.92,42.65,0.0,0.0,1.0,56.7,True,Matched
TX-100382,C-1091,P-02,2026-07-01,2026-07-02,233.95,EUR,Card payment,Operational,233.95,2026-07-02,233.95,2026-07-02,1,1.0,233.95,0.0,0.0,1.0,43.3,False,Matched
TX-100383,C-1111,P-02,2026-07-05,2026-07-07,325.13,USD,Refund,PSD2,325.13,2026-07-07,325.13,2026-07-07,1,0.92,299.12,0.0,0.0,2.0,43.1,False,Matched
TX-100384,C-1043,P-01,2026-07-06,2026-07-08,510.29,GBP,Refund,PSD2,510.29,2026-07-08,510.29,2026-07-08,1,1.18,602.14,0.0,0.0,2.0,49.1,False,Matched
TX-100385,C-1078,P-01,2026-07-17,2026-07-18,144.83,USD,Card payment,Consumer,144.83,2026-07-18,144.83,2026-07-18,1,0.92,133.24,0.0,0.0,1.0,45.3,False,Matched
TX-100386,C-1093,P-02,2026-07-05,2026-07-07,359.79,GBP,Card payment,Consumer,359.79,2026-07-07,359.79,2026-07-07,1,1.18,424.55,0.0,0.0,2.0,46.5,False,Matched
TX-100387,C-1044,P-02,2026-07-04,2026-07-05,230.98,EUR,Refund,Consumer,230.98,2026-07-05,230.98,2026-07-05,1,1.0,230.98,0.0,0.0,1.0,43.3,False,Matched
TX-100388,C-1096,P-01,2026-07-11,2026-07-12,262.33,EUR,Refund,PSD2,262.33,2026-07-12,262.33,2026-07-12,1,1.0,262.33,0.0,0.0,1.0,43.4,False,Matched
TX-100389,C-1102,P-01,2026-07-12,2026-07-14,528.06,EUR,Card payment,Consumer,528.06,2026-07-14,528.06,2026-07-14,1,1.0,528.06,0.0,0.0,2.0,47.7,False,Matched
TX-100390,C-1033,P-01,2026-07-20,2026-07-21,673.53,GBP,Transfer,Operational,673.53,2026-07-21,673.53,2026-07-21,1,1.18,794.77,0.0,0.0,1.0,53.5,False,Matched
TX-100391,C-1107,P-01,2026-07-10,2026-07-12,149.57,USD,Refund,Operational,149.57,2026-07-12,149.57,2026-07-12,1,0.92,137.6,0.0,0.0,2.0,44.7,False,Matched
TX-100392,C-1039,P-03,2026-07-11,2026-07-12,629.73,EUR,Card payment,EMIR,629.73,2026-07-12,629.73,2026-07-12,1,1.0,629.73,0.0,0.0,1.0,53.7,False,Matched
TX-100393,C-1015,P-01,2026-07-21,2026-07-23,634.36,EUR,Card payment,PSD2,634.36,2026-07-23,634.36,2026-07-23,1,1.0,634.36,0.0,0.0,2.0,49.5,False,Matched
TX-100394,C-1102,P-01,2026-07-08,2026-07-10,326.44,EUR,Transfer,Operational,326.44,2026-07-10,326.44,2026-07-10,1,1.0,326.44,0.0,0.0,2.0,43.9,False,Matched
TX-100395,C-1005,P-02,2026-07-23,2026-07-24,120.25,EUR,Card payment,Consumer,120.25,2026-07-24,120.25,2026-07-24,1,1.0,120.25,0.0,0.0,1.0,46.3,False,Matched
TX-100396,C-1037,P-02,2026-07-15,2026-07-17,111.01,USD,Refund,Consumer,111.01,2026-07-17,111.01,2026-07-17,1,0.92,102.13,0.0,0.0,2.0,47.6,False,Matched
TX-100397,C-1063,P-03,2026-07-16,2026-07-18,182.85,EUR,Transfer,EMIR,182.85,2026-07-18,182.85,2026-07-18,1,1.0,182.85,0.0,0.0,2.0,45.4,False,Matched
TX-100398,C-1042,P-01,2026-07-15,2026-07-17,719.88,EUR,Card payment,Operational,719.88,2026-07-17,719.88,2026-07-17,1,1.0,719.88,0.0,0.0,2.0,50.7,False,Matched
TX-100399,C-1015,P-02,2026-07-01,2026-07-03,116.09,EUR,Card payment,Operational,116.09,2026-07-03,116.09,2026-07-03,1,1.0,116.09,0.0,0.0,2.0,47.3,False,Matched
TX-100400,C-1073,P-03,2026-07-06,2026-07-07,199.37,EUR,Transfer,PSD2,199.37,2026-07-07,199.37,2026-07-07,1,1.0,199.37,0.0,0.0,1.0,47.3,False,Matched
TX-100401,C-1082,P-02,2026-07-06,2026-07-07,790.72,EUR,Refund,EMIR,790.72,2026-07-07,790.72,2026-07-07,1,1.0,790.72,0.0,0.0,1.0,53.4,False,Matched
TX-100402,C-1088,P-02,2026-07-15,2026-07-17,414.56,GBP,Transfer,Consumer,414.56,2026-07-17,414.56,2026-07-17,1,1.18,489.18,0.0,0.0,2.0,48.0,False,Matched
TX-100403,C-1120,P-03,2026-07-08,2026-07-10,58.8,EUR,Card payment,EMIR,58.8,2026-07-10,58.8,2026-07-10,1,1.0,58.8,0.0,0.0,2.0,52.3,False,Matched
TX-100404,C-1011,P-02,2026-07-02,2026-07-04,707.91,EUR,Card payment,Operational,707.91,2026-07-04,707.91,2026-07-04,1,1.0,707.91,0.0,0.0,2.0,55.1,False,Matched
TX-100405,C-1025,P-01,2026-07-13,2026-07-14,773.89,EUR,Card payment,Consumer,773.89,2026-07-14,773.89,2026-07-14,1,1.0,773.89,0.0,0.0,1.0,53.5,False,Matched
TX-100406,C-1110,P-02,2026-07-19,2026-07-21,526.1,EUR,Refund,EMIR,526.1,2026-07-21,526.1,2026-07-21,1,1.0,526.1,0.0,0.0,2.0,48.9,False,Matched
TX-100407,C-1023,P-01,2026-07-17,2026-07-18,113.0,EUR,Card payment,EMIR,113.0,2026-07-18,113.0,2026-07-18,1,1.0,113.0,0.0,0.0,1.0,47.4,False,Matched
TX-100408,C-1077,P-01,2026-07-09,2026-07-10,399.42,EUR,Transfer,EMIR,399.42,2026-07-10,399.42,2026-07-10,1,1.0,399.42,0.0,0.0,1.0,46.1,False,Matched
TX-100409,C-1063,P-02,2026-07-20,2026-07-22,545.69,EUR,Transfer,PSD2,545.69,2026-07-22,545.69,2026-07-22,1,1.0,545.69,0.0,0.0,2.0,50.1,False,Matched
TX-100410,C-1052,P-01,2026-07-18,2026-07-20,470.14,GBP,Refund,EMIR,470.14,2026-07-20,470.14,2026-07-20,1,1.18,554.77,0.0,0.0,2.0,49.4,False,Matched
TX-100411,C-1049,P-01,2026-07-13,2026-07-15,320.55,GBP,Transfer,,320.55,2026-07-15,320.55,2026-07-15,1,1.18,378.25,0.0,0.0,2.0,45.1,False,Matched
