transaction_id,customer_id,payment_provider,transaction_date,settlement_date,amount,currency,transaction_type,regulatory_classification
TX-100601,C-1082,P-03,2026-07-12,2026-07-14,653.51,EUR,Card payment,Consumer
TX-100602,C-1022,P-02,2026-07-17,2026-07-18,185.22,EUR,Card payment,Consumer
TX-100603,C-1109,P-03,2026-07-02,2026-07-04,496.82,EUR,Card payment,Operational
TX-100604,C-1115,P-01,2026-07-20,2026-07-21,81.35,USD,Refund,PSD2
TX-100605,C-1016,P-03,2026-07-14,2026-07-16,189.33,EUR,Card payment,PSD2
TX-100606,C-1084,P-01,2026-07-10,2026-07-11,109.93,EUR,Card payment,PSD2
TX-100607,C-1013,P-03,2026-07-19,2026-07-21,1050.91,EUR,Transfer,Operational
TX-100608,C-1103,P-02,2026-07-05,2026-07-07,620.34,EUR,Card payment,EMIR
TX-100609,C-1067,P-01,2026-07-22,2026-07-24,461.13,EUR,Card payment,Consumer
TX-100610,C-1079,P-02,2026-07-12,2026-07-14,105.06,EUR,Card payment,PSD2
TX-100611,C-1106,P-03,2026-07-14,2026-07-15,67.01,GBP,Transfer,PSD2
TX-100612,C-1099,P-03,2026-07-09,2026-07-11,20.64,GBP,Card payment,EMIR
TX-100613,C-1104,P-03,2026-07-09,2026-07-10,345.57,EUR,Card payment,EMIR
TX-100614,C-1046,P-01,2026-07-06,2026-07-08,79.36,GBP,Card payment,Operational
TX-100615,C-1086,P-03,2026-07-21,2026-07-23,50.1,EUR,Refund,Consumer
TX-100616,C-1081,P-01,2026-07-12,2026-07-13,263.85,EUR,Refund,EMIR
TX-100617,C-1068,P-01,2026-07-10,2026-07-11,398.82,USD,Card payment,PSD2
TX-100618,C-1090,P-02,2026-07-16,2026-07-17,108.77,GBP,Card payment,EMIR
TX-100619,C-1013,P-02,2026-07-23,2026-07-24,210.12,EUR,Card payment,EMIR
TX-100620,C-1111,P-01,2026-07-15,2026-07-16,320.67,USD,Refund,EMIR
TX-100621,C-1045,P-03,2026-07-21,2026-07-22,144.53,EUR,Card payment,PSD2
TX-100622,C-1110,P-03,2026-07-09,2026-07-11,168.73,EUR,Transfer,EMIR
TX-100623,C-1101,P-02,2026-07-12,2026-07-14,146.59,EUR,Transfer,PSD2
TX-100624,C-1080,P-01,2026-07-21,2026-07-22,202.03,EUR,Refund,EMIR
TX-100625,C-1015,P-01,2026-07-15,2026-07-17,236.7,USD,Card payment,PSD2
TX-100626,C-1045,P-02,2026-07-14,2026-07-15,164.11,GBP,Refund,EMIR
TX-100627,C-1022,P-02,2026-07-02,2026-07-04,447.94,EUR,Transfer,Consumer
TX-100628,C-1115,P-02,2026-07-21,2026-07-22,679.84,EUR,Transfer,Operational
TX-100629,C-1020,P-02,2026-07-12,2026-07-14,319.42,USD,Card payment,PSD2
TX-100630,C-1071,P-01,2026-07-23,2026-07-24,752.26,GBP,Transfer,EMIR
TX-100631,C-1025,P-02,2026-07-05,2026-07-06,445.49,USD,Refund,Operational
TX-100632,C-1025,P-01,2026-07-07,2026-07-08,144.48,EUR,Transfer,Consumer
TX-100633,C-1016,P-01,2026-07-12,2026-07-13,182.71,EUR,Transfer,PSD2
TX-100634,C-1027,P-03,2026-07-20,2026-07-21,1285.67,EUR,Transfer,PSD2
TX-100635,C-1098,P-01,2026-07-23,2026-07-25,299.56,EUR,Transfer,EMIR
TX-100636,C-1076,P-01,2026-07-13,2026-07-15,572.42,GBP,Transfer,Operational
TX-100637,C-1099,P-03,2026-07-14,2026-07-16,53.35,GBP,Transfer,Consumer
TX-100638,C-1064,P-02,2026-07-23,2026-07-24,497.09,EUR,Transfer,PSD2
TX-100639,C-1034,P-02,2026-07-05,2026-07-07,153.27,EUR,Transfer,PSD2
TX-100640,C-1094,P-02,2026-07-15,2026-07-16,261.98,USD,Transfer,Consumer
TX-100641,C-1065,P-01,2026-07-20,2026-07-21,489.03,EUR,Card payment,Operational
TX-100642,C-1052,P-03,2026-07-16,2026-07-18,193.75,EUR,Refund,PSD2
TX-100643,C-1027,P-03,2026-07-21,2026-07-23,303.35,EUR,Card payment,Consumer
TX-100644,C-1032,P-03,2026-07-15,2026-07-17,177.49,GBP,Card payment,Consumer
TX-100645,C-1006,P-03,2026-07-13,2026-07-15,415.79,USD,Card payment,Consumer
TX-100646,C-1015,P-01,2026-07-21,2026-07-22,243.3,EUR,Card payment,Operational
TX-100647,C-1074,P-03,2026-07-08,2026-07-09,692.26,EUR,Card payment,PSD2
TX-100648,C-1120,P-01,2026-07-07,2026-07-09,173.55,EUR,Transfer,Consumer
TX-100649,C-1076,P-01,2026-07-07,2026-07-08,695.72,EUR,Card payment,Consumer
